1,tarun1188sharma,604741086456758272,@Airtel_Presence  this is what you can do?Guys let me show you what these guys did\, asked for my number and blocked it pic.twitter.com/w8oyo9SXt9
2,gouravmalhotra,604683545974480897,@Airtel_Presence  Would you mind responding to my DM?
3,mohan71105,604647414067109889,@Airtel_Presence  BTW do u send legal notice for one month delay in payment of your bills. Better to know? @puru_ag @SimpleCommonMan
4,gopibella,604641653270286336,@airtel_presence  lousy speeds! Ookla Speedtest result. What&#39;s your speed? speedtest.net/my-result/a/13â€¦
5,shamit,604611898915438593,@Airtel_Presence  need assistance - can&#39;t change &quot;myPlan&quot; from your website and it is not supported on your app
6,Suman_Kher,604598353817530368,@Airtel_Presence  Be glad I am not dragging you to the consumer court!
7,Suman_Kher,604598232816050176,@Airtel_Presence  Nope! I have waited 5 months to let you sort this and 2 weeks to tweet this. Your time&#39;s up! 5 months of harassment!!
8,neelammathews,604579672668540928,@Airtel_Presence  Yes but what is the problem?
9,vijayc80,604539933840297984,@Airtel_Presence  @airtelindia u have sold our nos to ur agents four mktg msg about 4g shame on u. Iam dnd regd. Shame pic.twitter.com/emY0vU3bDM
10,neelammathews,604530277113733120,@Airtel_Presence  Wht r u folks doing? Is this service? Pl hv courtesy to fix when u promised.
11,ngkabra,604519627314454528,@Airtel_Presence  Sarita\, thanks. Traceroute indicates that most packets are dropping at this server: â€¦mic-001.72.169.122.airtelbroadband.in
12,tushonline,604513607875858434,@Airtel_Presence  tired of very frequent signal loss &amp; poor speed for last 2 days on 4G. pic.twitter.com/LtFFcQ38Hc
13,OmsonsAjay,604345924630904832,@Airtel_Presence  @SouleFacts just ser how we daily complainants r suffering. Imagine those who can&#39;t even reach them!!!!
14,shadez,604286363043692546,@Airtel_Presence  Sorted it personally.
15,nikhilnarayanan,604241112912416768,@Airtel_Presence  @shrinivassg Maybe you should have this unselected by default. &#10;Read: pllqt.it/TdwEqw pic.twitter.com/RAXd2yKqDS
16,abhi_jalan,604212354046296065,@Airtel_Presence  the link you shared its not processing further...says you don&#39;t have 3G pack.. pic.twitter.com/gO7BYaGd5A
17,krishashok,604134097556881409,@Airtel_Presence  sent
18,OmsonsAjay,604108051176509441,@Airtel_Presence  that&#39;s not an answr to my query. Is it tht everytime I go roaming I need to  chase u guys to keep my net ok? @SouleFacts
19,OmsonsAjay,604103343158386688,@Airtel_Presence  @SouleFacts see.only aftr complains on twitter u guys wake up. #netneutrality
20,bitingfriends,604010812127059968,@Airtel_Presence  you can DM the questions you need to ask me in order to assist better. It is more convenient for me.
21,bitingfriends,603999127559491585,@Airtel_Presence  please tell me if you have banned access to any websites. And if so\, kindly DM me a full list. Thanks.
22,OmsonsAjay,603972834608578560,@Airtel_Presence  @SouleFacts same here. Complaints thru even app has gone in vain.
23,JessApostrophe,603971156656267264,@Airtel_Presence  sent.
24,krishashok,603967696066117632,@Airtel_Presence  all your 121 calls are dropping. I&#39;m hoping you will at least call back your &quot;platinum care&quot; customers once you fix it
25,nixxin,603900040734765056,@Airtel_Presence  not resolved in Delhi. Works fine while I&#39;m traveling in Mumbai
26,kinjal_kothari,603851140489347072,@Airtel_Presence  simply ur enginner says there is no problem n u guys accept it. Even u dont care to listen to customer. @jatinshah1986
27,AbhinavAgarwal,603842823629119488,@Airtel_Presence  your service technician came over and was able to resolve the issues. Thank you.
28,AbhinavAgarwal,603831908108128257,@Airtel_Presence  thank you
29,iMayavi,603826097009106944,@Airtel_Presence  when?
