33,Rishab_rally,602314020293455872,@tatadocomo  36hrs still no solution\, not even a single call to check the problem.do u even understand customer srvc pic.twitter.com/CfGqiCpcx5
34,MAHALAXMI999,602116863716265984,@tatadocomo  Criminal case for forged my signature on application Pl note cheating case against CP Mistry chairman PFA pic.twitter.com/UvUZLacR7S
35,harguneet,601633214172528640,@tatadocomo  @RNTata2000 over 30 calls in 15 minutes from collection agent. Just take d money though I&#39;ve paid it b4 pic.twitter.com/Bi6v0s6N90
36,saiswapnaV,601266765922861057,@tatadocomo  i am ready with port code and moving from #Worst Network of @airtelindia .. How to reach u people ?..twitter.com/Airtel_Presencâ€¦
37,Dagavish,601086152112648192,@tatadocomo  Online Registration of complaint portal doesn&#39;t work. Not able to reach to customer care rep. supervisor pic.twitter.com/uEFU7Du38R
38,anaggh,601070258586136578,@tatadocomo  yes sorted. Had tweeted and received 2 calls where I had confirmed. Thank you for your help.
39,kingslyj,601060542132944896,@tatadocomo  I got a call from someone last week\, who was totally ignorant of TRAI order dt 09 Apr 2015 available @ trai.gov.in/content/Regulaâ€¦
40,SRKetkar,600967696478445568,@tatadocomo  Wow so who confirms its resolved! Nobody is in touch with me yet. This is #unethical. pic.twitter.com/DAehmEXp79
41,OctaneAddict,600653262891520001,@tatadocomo  its been 6 days. Hope action is taken on this @RNTata2000
42,OctaneAddict,600652569384341504,@tatadocomo  Please check your DM.
43,amitdesai,600615169568481281,@tatadocomo  Thanks for the revert but what you are assuring is being assured to me since last 5 days. #tatadocomo  lame #response
44,RajibMittra,600600357199163392,@tatadocomo  This is the speed i&#39;m getting since last fortnight\, with nothing running in the background. Is all well ? speedtest.net/my-result/4370â€¦
45,KartikKansara,600598800911077376,@tatadocomo  having 3G plan in #Gujarat see the result. #pathetic #service moreover no help frm outlet. pic.twitter.com/ymIUuKRcAi
46,utsabnov,600561100208230400,@tatadocomo  1 Mbps FUP Plan 256 10GB@549 looks like gimmick. I have fair download speed but bad upload speed. pic.twitter.com/e5MZnzXkdB
47,mnayeem,600298296620523520,@tatadocomo  this shd give u an idea wht I mean\, the plan says SMS but it lists intl calls! #error #fail #prevtweet pic.twitter.com/XuQUlYYUKf
48,MAHALAXMI999,600183400289337344,@tatadocomo  @TataMotors tata group never reply So Will You reply to GOD Only? refund TM rights do not cheat sharehold pic.twitter.com/R7BTPYjtcO
49,mainbhiengineer,599560629658132480,@tatadocomo  what kind of idiots you have at your customer care\, please reply back I&#39;ve one complaint regarding balance deduction
50,adrashyababa,599496120843182081,@tatadocomo  Thank you so much. I&#39;m waiting for solution. Hope for the best.
51,adrashyababa,599492907968569345,@tatadocomo  ok
52,natashapal,599483846044684288,@tatadocomo  done! Will await your &#39;speedy&#39; response!!!!!
53,MAHALAXMI999,599412552062226432,@tatadocomo  U have got notice for cheating by Tataphoton to public in street day light so I will file case at Court pic.twitter.com/Q6eettv1gR
54,Shailendra_P91,599228895687155712,@tatadocomo  Please help. I accidentally refilled 8097795987 with INR 125. PFA the bill.@ I called them. (1/2) pic.twitter.com/Z3hy2TyLnK
55,Being_Humor,599188476433539072,@tatadocomo  it&#39;s been more than a day and you have done nothing.
56,embedded_suresh,599128497081036801,@tatadocomo  9244515004 got issue in Tirunelveli last april 17 now moved to chennai still problem continues speedtest.net  300k 222k
57,MAHALAXMI999,599057529566470146,@tatadocomo  seePFA with open eye as tataphoton is cheater fraud working TATA name  here do not do so @TataCompanies pic.twitter.com/5ebmPtCcxU
58,370Enigma,598881589766934528,@tatadocomo  @IndicomTata m nt getig d commited dwld speed since frm last 10 days\,  my photonmax wifi no is 9212394753 pic.twitter.com/N1C1nWQYDi
59,DBR2015,598843502881968128,@tatadocomo  Dirt Bike Fact #3: Dirt Bikes are not licensed because they are illegal on streets and #Highways! pic.twitter.com/AVLxXZfWjE
60,Being_Humor,598777870853378048,@tatadocomo  pls consider it urgent\, it&#39;s a corporate number.
61,Being_Humor,598769081836154880,@tatadocomo  are you going to help me out.?
62,imchetanjoshi,598507703057518592,@tatadocomo  I just want to know about this 95rs recharge (PAYTM) which was not available on ur given link. pic.twitter.com/x9XFUr8OeH
63,deepan_dsouza,598463558452555776,@tatadocomo  Outgoing is good\, Incoming isnt! Why oh Why? pic.twitter.com/MRBNSiopyA
64,gourab_odisha,598426938278072320,@tatadocomo   This is how your homepage looks like. 13-may-2015\, 3:27 PM. pic.twitter.com/LVoMUCZaoq
65,roohishore,598413673493725184,@tatadocomo  Do u guys pay to your quality team to check the rudeness your CC team use? I need a resolution not a clarification.MIND that.
66,roohishore,598413238498295809,@tatadocomo  need a complaint ID which ur cc team on phone refuse to give &amp; ur supervisor Dinesh at 033-66337920 needs listening trng
67,MeeMandar,598160852013821953,@tatadocomo  still no action? #Disappointed I want my outgoing services to be activated right now otherwise I am porting to better operator.
68,abdulqabiz,598096351411310593,@tatadocomo  while I was in Rajasthan\, national-roaming and std facility was automatically turned off. Why was it done?
69,bhawanipathania,598076540409159680,@tatadocomo  or any other airport for that matter...now delete my tweets and live in peace...
70,bhawanipathania,598076522872713216,@tatadocomo  guys..you don&#39;t regret anything. You don&#39;t intend to provide free wifi on airports. That&#39;s why your process is so tedious.
71,c0dist,597976136086237184,@tatadocomo  There&#39;s a roaming recharge worth â‚¹62\, but I cannot seem to find it anywhere. I can DM you my number.
72,snehalkapur,597838927718842368,@tatadocomo  want 2 get some of my numbers deactivated.Cust care is pathetic.Waited arnd 60 mins in all. Still in vain pic.twitter.com/khDCKIgxv9
73,BabaJotwani,597785493992931329,@tatadocomo  yes . Cheers
74,anaggh,597722915077947392,@tatadocomo  4 days and it is not activated. Your different team gives different answers. Technician has confirmed this right now.
75,anaggh,597692116173758464,@tatadocomo  Your team says WIFi Max is not supported by OS X Yosemite Mac Air 10.10.3
76,BJPAwadhBJP,597659080971300865,@tatadocomo  U have already asked for time to resolve @AmbikeshDubey !! &#10;Any remedies !!&#10;#Tatadocomo  #MaxWifi
77,AmbikeshDubey,597646051936337921,@tatadocomo  &#10;@UPCitizens @BJPLucknowBJP sir\, I have spemd 4000 rupees &amp; lots of time and diesel .
78,AmbikeshDubey,597645668346306562,@tatadocomo  &#10;@BJPLucknowBJP sir\, plzz help me\, tata docomo  is harassing me since last two months\, with ni results.
79,AmbikeshDubey,597644274809835521,@tatadocomo  any specified time limit.. ??
80,AmbikeshDubey,597640208855642112,@tatadocomo  5Kb ps &amp; 8 kb ps is what u serve for a bill of 1200approx monthly. Are u selling 2g ???&#10;&#10;#TataPhoton #Maxwifi
81,arunmathew,597631809153732609,@tatadocomo  wants me to continue using their services even if this is all they can offer...#tata #Docomo #max @wifi pic.twitter.com/WJ7yJZbGJp
82,anaggh,597629613511151617,@tatadocomo  complaint number 476799231 related to up gradation of Photon Plus to Max WiFi.
83,anaggh,597626179236036608,@tatadocomo  Need a call back. Trying to sort out the Wifi problems post delivery. Not activated.
84,Tips_Guru,597319914345529344,@tatadocomo  As usual no information\, about then the problem will be resolved. &#10;The same was told last time also. pic.twitter.com/mWlYpqYZT4
85,B2p191093,597114197198143488,@tatadocomo  Hello. Hi\,There is no Network Coverage in our area about almost months.wtf. I complain 3\,4 times. Pin code:396475
86,_ashish,596969709259522048,@tatadocomo  r u warning ur customers about network issue in sector 49-50 Gurgaon &amp; they will get this speed? pic.twitter.com/KCwwKJbWH5
87,Tips_Guru,596682710090813440,@tatadocomo  What about this.&#10;Last time you said there is no solution ...what about now . #PoorService pic.twitter.com/PIchOigyNo
88,Tips_Guru,596682483388690432,@tatadocomo  No one called me. Why u giving me wrong information ?? #PoorService. pic.twitter.com/fDYqQ6t8rA
89,anaggh,596605809003352064,@tatadocomo  your man has come here and upgraded the dongle to wifi max. Now to search for the plug which they do not sell. Thanks.
90,YogeshMalik,596549740302626817,@tatadocomo  i do not need assistance as i am tired of scripted support. i have nothing but justpaste.it/tatadocomosuppâ€¦
91,YogeshMalik,596544818664316928,@tatadocomo  i am no more docomo customer. so stop sending bills simple. read justpaste.it/tatadocomosuppâ€¦
92,ruchirahoon,596529694675062784,@tatadocomo  aren&#39;t Tata products all about integrity? #tataphoton definitely lacks that. #tataphotoncheats
93,Inhume,596279624545402880,@tatadocomo  this is the reference mail I have received\, where is my solution? #patheticserviceprovider pic.twitter.com/YrWU6VtEf2
94,shashank631996,596049895577923584,@tatadocomo  @DrSYQuraishi so one has to express his grievances on Twitter to get things sorted.
95,roshanishenazz,595871274632511488,@tatadocomo  doesn&#39;t mean a big deal at all i guess for @tatadocomo  God Bless you all. (3/3)
96,_hrdk,595670511490850816,@tatadocomo  my internet is not working. See the screenshot. Have DM you all details but no resolution yet. pic.twitter.com/m9ky9zXvVh
97,arunmathew,595536696977952769,@tatadocomo  I have been waiting for over a week. Never heard from your tech team yet. here&#39;s the latest speedtest.net/my-result/4338â€¦
98,surajsharma121,595500642052886529,@tatadocomo  The online chat didn&#39;t helped. Please get this myaccount.tatatel.co.in:4447/etradeGSM/ page fixed as its required for doing a recharge.
99,sakthivelrajen,595226422429417473,@tatadocomo  #customercare rep asks to go to #brandstore\, and they are not responding\, the #retailer who sold the sim doesn&#39;t help either
100,sakthivelrajen,595225253153873920,@tatadocomo  bad #CustomerExperience with your service\, tried your network for #prepaid\, sim not active even after 2 weeks
101,Gmavatkar,595196341262766081,@tatadocomo  @RNTata2000 @narendramodi_FC 04067022830. Pls consider this as a last warning. Dont force me to lodge a complaint in TRAI.
102,Gmavatkar,595195920091774976,@tatadocomo  @RNTata2000 @narendramodi_FC Pls stop giving missed calls to my #. Iam receiveing calls from these #&#39;s 04067022950\, 04067022920.
103,twntee,595188343282896896,@tatadocomo  what is this... you registered me for 3G again\, why I already bought a 3G prepaid SIM\, wtf! (1 of 2) pic.twitter.com/kD3IvS1o5F
104,follow_sweta,595168983080304640,@tatadocomo  busy in #Bhalaikisupply for #IPL to attract new customers. Not caring for existing customers.
105,velloremohan,595066125546758144,@tatadocomo  &#10;Team I&#39;m working in TCS and my outgoing bared with out notification. I paid amt already pfa. 7200035325 pic.twitter.com/yvoEbONDFf
106,nomadsunil,594680934353408003,@tatadocomo  I recharged with 23 and according to the offer I should get 46 for 30 days instead I got 23 for 3 days. pic.twitter.com/JvjpNM7UEX
107,posterest,594645536923254785,@tatadocomo  Tata Photon Max - rather minimum - speeds in the capital of India&#10;Raised prices\, lower service&#10;speedtest.net/my-result/a/12â€¦
108,anaggh,594459179999342592,@tatadocomo  sent mail. Somebody called up. Barely listened and said another team will call up. Playing tag now for a long time.
109,VelvetRhyme,594444478477303808,@tatadocomo  done. Check and STOP SELLING MY number!!
110,VelvetRhyme,594443538718265344,@tatadocomo  other telecom companies are calling me for taking a sim card or porting to their network. You are selling my Data!!
111,ishouvik,594438452378148865,@tatadocomo  Delivery to the following recipient failed permanently: 515@tatatel.co.in. This is my speedtest result speedtest.net/my-result/4331â€¦
112,anaggh,594425184259420161,@tatadocomo  sent the email.
113,vjagrawal,594412950837833729,@tatadocomo  current is 9036796896 alternate 8884440921
114,vjagrawal,594409213167685633,@tatadocomo  @vjagrawal
115,zealntrt,593127381423955968,@tatadocomo  Tata Photon No. 9250096265/ Alternate nos. already in ur records: concern read following links&#10;twitter.com/AbhilawAbhisheâ€¦&#10;(1/n)
116,M2Od,593029083996364801,@tatadocomo  you should launch combo of battery packs and dongles. I am sure many like me use it like this. pic.twitter.com/7CtxSIyh8o
117,da_vaibhav,592698744317050881,@tatadocomo  strange..isn&#39;t it ? so called &quot;Recharge was successful&quot;\, but still I don&#39;t get any 3g balance pic.twitter.com/9Jdr9dig1j
118,_hrdk,592261847815888896,@tatadocomo  My Internet is not working for last two days n there&#39;s no resolution yet. Ref no: 474495325 pic.twitter.com/vEDSx1Lpjf
119,Frenzy_Rahman,592192506848088064,@tatadocomo  r u guys really serious about solving ur customers grievances.complained since last 4 days n no revert yt. great going guys...
120,arvindgaba,591982579923824640,@tatadocomo  Real Speed of Tata Docomo  Wifi Max in #Noida speedtest.net/result/4316265â€¦ Not good at all\, that too after full signals.
121,drnvikramaditya,591980477843574784,@tatadocomo  You claim that net speed will be between 500kbps to 7 Mbps.This is fraud to fool people.I am taking legal action.
122,shah_bhavik,591929307884171264,@tatadocomo  it seems you would take years to solve my issue.. How much more time to wait.. This is not right way to treat customers.. #Brand
123,shah_bhavik,591928562094997504,@tatadocomo  still waiting to resolve my issue.. Pathetic social media team #SocialMedia #SMO #India
124,s4sukhdeep,591849351007207424,@tatadocomo  yes please. Looking forward to resolution.
125,s4sukhdeep,591847644449771520,@tatadocomo  shared.
126,shah_bhavik,591801969225797633,@tatadocomo  heights of unprofessionalism.. I have already elaborated my concern and your #SocialMedia team had asked me to wait..
127,SujathaK625,591528995264417792,@tatadocomo  U ll never reply &amp; answer.i know this will be ur last tweet.i ll take screen shot of this and circulate in net.RoBOts never help
128,SujathaK625,591528359462473728,@tatadocomo  hi all\,the reply clearly proves some robot is sitting &amp; tweeting.i got same answer last time too.Even a word isn&#39;t changed.
129,ChubbbyBoy,591493459598409728,@tatadocomo  i am sick and tired of the service why cant such things be told. why cant a copy of your policy be given to the customers
130,Zethuzzzz,591465580449763329,@tatadocomo  1600 bucks a month for speed less than 1Mbps..Amazed how you can cheat your customers so blatantly pic.twitter.com/2vvZcQTGf5
131,isachinkumar,591149908415021056,@tatadocomo  How pathetic !! I asked about the complaint status... Look What I got it.... Awesome Answer!! pic.twitter.com/z36msQoOif
132,Vishrtk,591111014189412352,@tatadocomo  are you sure you guys can solve this issue? seems like you dont even care #tatadocomo
133,tcr_nasik,590917952477663235,@tatadocomo  Now I am concerned about how concerned you guys are about customers concerns.. Still waiting for the activation..! #nashik
134,SrivastavaHeena,590899154026565632,@tatadocomo  attitude is a standing example of service breakdown and distrust of customers on Tata Docomo  . Highly inappropriate behaviour
135,SrivastavaHeena,590898911822262272,@tatadocomo  inclined to help out the customer. I&#39;m saddened I opted to use tata Docomo . Your in effectiveness and stringent unhealthy
136,drnvikramaditya,590851036392267776,@tatadocomo  I sent you detail.You must stick to business ethics else other interventions will be explored.
137,drnvikramaditya,590847897572216832,@tatadocomo  One pays for 6 Mbps and he actually gets 500 Kbps and then they ask him to get speed booster for additional cost.&#10;#netfraud
138,shamz911,590763571589545985,@tatadocomo  Very unhelpful. The chat guy said that they handle only photon customers and not the Broadband customers. #FAIL!!!
139,svaradarajan,590710828959141888,@tatadocomo  I have sent you a DM.
140,shamz911,590465243035209728,@tatadocomo  Hey! I&#39;m a broadband customer. Have you discontinued tatatele.in? How do I login to my account now?
141,prameshjain12,590451767030067200,@tatadocomo  this is An example how your people making customer to change the plan without any condition or written pic.twitter.com/jDEIm8egGd
142,VelvetRhyme,590422074876760064,@tatadocomo  Never have you guys assisted me.
143,Aashi_81,590365909933432832,@tatadocomo  No need i jst asked otherwise it&#39;s always fine..jst from last 3 days facing this issue.Docomo is best :)
144,SandeepDatta4,590065276709797888,@tatadocomo  its already paseed 14 days not got solved the issue after sending mail also pic.twitter.com/aGG8SqwLlh
145,sourabhsanyal,589864258785050625,@tatadocomo  are u guys kidding??? Pathetic service. U can call &amp; do the needful. Dont u thtink so... @PMOIndia
146,_santhosh_kumar,589644711704403969,@tatadocomo  my account page is not loading in your website. How can i see my bill details? tatadocomo.com/gmyaccount.aspx
147,SuryanFM,589403943723077633,@tatadocomo  #konjamnilavu #Forte #bandstand pic.twitter.com/27j6ZkDkbV
148,SuryanFM,589390417084317696,@tatadocomo  #bandstand #forte performing live at #mayajalmall come and enjoy those who pass by ECR pic.twitter.com/qgHmLPc8bA
149,janidipak40,589283999475896323,@tatadocomo  Internet Down At 394230......#UnhappyCustomer Of Docomo....please do Some Good Work..Solve It
150,madhukarpandey,589269749822922753,@tatadocomo  &#39;s claim of 2 mbps is a plain farce. It&#39;s never at that speed. &amp; they charge you so high! pic.twitter.com/u1ANjhsQWO
151,jaypetermm,589046847806640128,@tatadocomo  9212205950.....9212212775.....my contact number is 9873988134
152,ITSCOOL23,589039627819876353,@tatadocomo &#13;Don&#39;t Believe Them They will Lapse Your Old Data \,\, Check Screenshot pic.twitter.com/lilXTjOVRb
153,sagarcasm,588743872261435392,@tatadocomo  Resent. Check.
154,anildaretoread,588740604005232641,@tatadocomo   let me send u the pic of pack recharged. U people already eaten extra amount. pic.twitter.com/DtZkaysHL8
155,anildaretoread,588740055490895873,@tatadocomo  which two packs. I have one pack running 38/rs. U people charging me too high check pic pic.twitter.com/8agoRutjx6
156,sagarcasm,588714509851734016,@tatadocomo  Check DM!
157,DrAniket87,588244149675159554,@tatadocomo  i still not get extra benifit on recharge of 94 pic.twitter.com/KZTzVpzHj9
158,hackedv12,588219014696071169,@tatadocomo  pic.twitter.com/b5FK9Arksz
159,amolbharti,588031538773807104,@tatadocomo  Check out TataDocomo  Broadband SpeedTest results of a 50 Mbps account I get 0.34 Mbps speedtest.net/my-result/4289â€¦ #FreetheNet #Shame
160,GhanshyamGabani,587996185148858369,@tatadocomo  sent you my contact details
161,Nits_is_Hit,587993591156310017,@tatadocomo  There is no use of it you people are ignoring there also!
162,GhanshyamGabani,587991457018949633,@tatadocomo  sales guy charging premium 4 photon max wifi duos I paid rs 3000 against sales price of rs 2899\, would u do something abt dis ?
163,GhanshyamGabani,587990502869315584,@tatadocomo  cheque amt deducted frm my acc but have not received photon max device\, sales person from IOCR not reachable/responding (2/2)
164,Nits_is_Hit,587989192086421504,@tatadocomo  and not a single fone call they are answering! I mean the Telephone is kept as a showpiece in that brand store! Clear ignorance!
165,Nits_is_Hit,587988403431481345,@tatadocomo  People handling this store are clearly proving you the most disgusting telecom service provider! #Fail pic.twitter.com/AQA1yb6LVf
166,priyal_lalka,587919468845641728,@tatadocomo  my photon is not working when plugged-in in my new device.. cannot get through your customer care can you please help me with it
167,s4sukhdeep,587868555405692930,@tatadocomo  thank you.much appreciated.
168,riki3x,587779721380827136,@tatadocomo  superb internet speed @kempegowda_air but hope you support #NetNeutralityIndia #SaveTheInternet plz spare us
169,sagarcasm,587519318868398081,@tatadocomo  Please follow back. Need a demo of Photon max.
170,_hrdk,587466133491466241,@tatadocomo  The Internet is down since yesterday afternoon! Highly disappointed with the service. Fix this ASAP. pic.twitter.com/B72Utwuhsp
171,nimmahuduga,587283996129632257,@tatadocomo  awesome speeds in 3g 0.04   Mbps. &#10;Why should I waste my precious money on you people. pic.twitter.com/vhvqYc2tXV
172,Deckle_Edge,587202626950836225,@tatadocomo  Leave it. Bas ka nahi hai tumahara.
173,juned_malek,587192563909558273,@tatadocomo  ok
174,Fergiesque,587188648979726336,@tatadocomo  your dealers in Mumbai took a one month advance in cash for the 3G WiFi dongle as part of a scheme and now aren&#39;t following up
175,Fergiesque,587187126996897792,@tatadocomo  dealers are the biggest frauds in Mumbai. Robbing us off money. Never ever use @tatadocomo  sincere request to all!
176,mhsabir82,587167840773496832,@tatadocomo  My TataDocomo  App doesnt work? Says product type not available. &#10;i.imgur.com/QvXB0Xv.png
177,anvays,586851738126168067,@tatadocomo  suffering from serious speed issues. Paying for 8 Mbps getting less than 2 Mbps #PoorService pic.twitter.com/mgKRiIVEYI
178,juned_malek,586588319896567808,@tatadocomo  @TelecomTalk just tell me your 3G now kidding with me\, I have used the #WORST #Docomo3G ever in Ahmedabad pic.twitter.com/afTId12KTP
179,ITSCOOL23,586475988529254400,@tatadocomo &#13;&#13;Is it A Typo Error ??? That I&#39;ll Receive a reply within 24Hours ?? pic.twitter.com/7zCPEc4d2D
180,debanjan,586472841152897024,@tatadocomo  Resolve #466275033 fr photon # 9243522556 - techie cudnt fix n still u say issue resolved via msg. #shame pic.twitter.com/b5U2UJXygc
181,mishrasujit,586219844065890304,@tatadocomo  @tata_comm @TataTelCustCare your FTTH is worst than any imagination. Paying for 50 Mbps\, and getting 0.9. pic.twitter.com/kdzvRPYZ3M
182,sandeept265,585467661917626369,@tatadocomo  this is my reply he is ur business partner from docomo picture attached pic.twitter.com/uLNzaJlbaW
183,2emkay,585096396744757249,@tatadocomo  either ways\, I don&#39;t need your help. Next month you&#39;ll find my request for termination\, along with about 15 friends. Thanks.
184,2emkay,585096216037339137,@tatadocomo  I don&#39;t want to write you an email. I&#39;m your customer\, you chased me to buy. I am complaining\, now you write me an email.
185,DanceEatRepeat,585000819344285696,@tatadocomo  cant access your website. wanted to recharge the wifi. help
186,umajani,584715856032051201,@tatadocomo  @RNTata2000 @Consumers_India @inconsumerforum #epicfail pic.twitter.com/Bwuw3WkO2P
187,EntangledT,584354417438171136,@tatadocomo  max wifi is the worst possible dongle. Don&#39;t ever buy it and even if you do never call the customer care\,coz they don&#39;t care.
188,sudipv,584281329337966592,@tatadocomo  @varmachaitanya that&#39;s a lie. They never get back to anyone ever. 10 days later they gonna ask you to write an email. See my TL
189,sudipv,584277901308112896,@tatadocomo  want to know if you did anything or this or just sat on it? Why ask me to email now? Why not earlier? pic.twitter.com/gli9QYWewT
190,vipulkocher,584157490884907009,@tatadocomo  IF you advertise .5to9 Mbps\, you might as well advertise .5 to 1 Gbps because anyway nobody is going to get more than .5Mbps.
191,Neelam1990,584000822242971648,@tatadocomo  Can u stop sending these texts every waking hour of the day? And please don&#39;t ask my number pic.twitter.com/oliOAesAup
192,reja_rajendra,583896150228369408,@tatadocomo  None of the issues has been resolved yet even after Given timeline of 02/04/2015 6:57 pm from reported date 29/03/2015 morning
193,123nitin,583888968636211200,@tatadocomo  thanks :)
194,123nitin,583883285249429504,@tatadocomo  and mine is not a big city. its maximum 5 km x 5 km city. so please look into this.
195,123nitin,583883169092337664,@tatadocomo  in my city the 3g is only working in only half of the city and not in other half. thats the reason i am not porting.
196,KKGiree,583646089653297153,@tatadocomo  Recharged 9242465592 online for 150 minutes pack.only core bal incresed.Minutes NOT CAME.see screen shots pic.twitter.com/gueeos3LO6
197,KARNPALSINH,583258301539860482,@tatadocomo   *123# showing me 1.5 GB in 219 rs. When I recharged my phone u give me only 1.2 GB. #Shame #cheaters pic.twitter.com/nK9iBJxwMw
198,SuryanFM,583206532927508480,@tatadocomo  #RedBandstand prsnts &quot;BandAge&quot; #teaser @SuryanFM\, live on April 4th\, 5pm at #SpencerPlazaâ€‹  @RJ__RANJITH youtu.be/HpknEX5b9cc
