606728356080586752,2015-06-05 07:44:47,"@apoorvc2005 Please DM your contact number, we'll connect with you to discuss regarding your concern. - Puneet"
606728284445900800,2015-06-05 07:44:30,@JayprakashDube2 Please allow us some time. We will call you back shortly to discuss the same.  - Faraz
606728174790057984,2015-06-05 07:44:03,@Barodian_ Please DM us your number so that we may assist you better. - Puneet
606727735155650560,2015-06-05 07:42:19,@indlegalassist We've made a note of your concern. Rest assured that we will have one of our executives get back to you soon. - Puneet
606727637327699969,2015-06-05 07:41:55,@ashveen85 One of our executives will assist you soon. - Puneet
606727053237297152,2015-06-05 07:39:36,@shashankjha119 feedback on this &amp; also assist you on your concern. Request you to please DM your contact details. - Puneet (2/2)
606727051274362880,2015-06-05 07:39:36,@shashankjha119 We apologize for the experience you had to go through. We'd like to get in touch with you to have the (1/2)
606726974611058689,2015-06-05 07:39:17,Hey guys! Are you doing your bit to save the environment? #WorldEnvironmentDay http://t.co/MRiMDQay22
606724700278906880,2015-06-05 07:30:15,@meharaina Please spare few minutes to tell us about your experience at  http://t.co/ahdPitrYMn
606724638366826497,2015-06-05 07:30:00,@kavithajayaram Pls DM us your alt contact number since we were not able to reach you on the number you shared. - Reem
606724601133940736,2015-06-05 07:29:51,"@sohanachoudhary Thank you for contacting Vodafone, Please share your valuable feedback with us at  http://t.co/DsmDQFgNKi"
606724587473149952,2015-06-05 07:29:48,@DennisJSN Please use the following link to share your valuable feedback with us  http://t.co/dMo1sd4t4H
606724542413742080,2015-06-05 07:29:37,@hipishtar We did not get any response from your end hence request you to share with us a suitable time to speak to you. - Reema
606724030498893824,2015-06-05 07:27:35,@raulCsays Pls share an alt contact number if any on which we can speak to you regarding your concern. - Reema
606723594949783553,2015-06-05 07:25:52,@sharaddb We understand your concern. We'll definitely help you with this &amp; will arrange a call back with an update. - Reema
606723467879186432,2015-06-05 07:25:21,@SadanSinha We've updated your contact number &amp; also noted your concern. We'll be getting in touch shortly with assistance. - Reema
606723416402427904,2015-06-05 07:25:09,@TAUKIRKHAN7 We have notified our team and they will connect with you for further assistance. - Reema
606722689265377280,2015-06-05 07:22:16,@rathor_devvrat We’ll be in touch shortly to discuss this with you in a bit more detail. - Reema
606722262096478208,2015-06-05 07:20:34,@carmrebello Thanks for the update. - Reema
606722216684707842,2015-06-05 07:20:23,"@KunalABhat Thank you for contacting Vodafone, Please share your valuable feedback with us at  http://t.co/HKfiiC15nt"
606722019372064770,2015-06-05 07:19:36,@SadanSinha Apologies for the trouble. We sure will get this sorted. We'll arrange a call &amp; our folks will get in touch shortly. - Reema
606721927445508096,2015-06-05 07:19:14,"@bajajady Don’t worry, We'll help you with this. Please DM us ur number, we'll get back to u with assistance in a short while. - Reema"
606718926727184385,2015-06-05 07:07:19,@nirmal_dhyani Please share a convenient time between 9AM and 6PM for us to get back since we were unable to contact you. - Reema
606718898935730177,2015-06-05 07:07:12,@Bobbili_Raja Please spare a minute and give us your valuable feedback on the social media experience at  http://t.co/IYv9BVHGeY
606718817440395264,2015-06-05 07:06:53,@raulCsays Apologies for the trouble. We sure will get this sorted. We'll arrange a call &amp; our folks will get in touch shortly. - Reema
606718740579778560,2015-06-05 07:06:34,"@sindhibhoot on MNP. Further, you can also refer https://t.co/nkcKbkmSYj for more info. on MNP. - Reema (3/3)"
606718739162136576,2015-06-05 07:06:34,"@sindhibhoot a UPC Code and carry a Photo, Photo ID &amp; Address proof along with the UPC Code to Vodafone Store for further assistance (2/3)"
606718737606008832,2015-06-05 07:06:33,@sindhibhoot We would be glad to have you as our customer. Please send an SMS PORT (space) Your Mobile Number to 1900 to generate (1/3)
606718620584939520,2015-06-05 07:06:06,@mycrotchetyluv We'll inform the respective team &amp; ensure that your concern is expedited at the earliest. - Reema
606717078330941440,2015-06-05 06:59:58,@gauru8 Please spare few minutes to tell us about your experience at  http://t.co/KiA3d8V70N
606716917676523520,2015-06-05 06:59:20,@Raghuram_IIMU Let us quickly sort this out for you. Please DM us your number so that we may assist you better. - Reema
606716838613950466,2015-06-05 06:59:01,"@Yuvraj_Sehgal Thank you for contacting Vodafone, Please share your valuable feedback with us at  http://t.co/PgJrB9sSJa"
606716796167581697,2015-06-05 06:58:51,@GirishPodar Please use the following link to share your valuable feedback with us  http://t.co/EYF0IQkxdT
606716692975075328,2015-06-05 06:58:26,@carmrebello We'll check your concern with the concerned team &amp; get back with an update shortly. - Reema
606715609729015808,2015-06-05 06:54:08,@SlipperySadhoo We are working on your concern &amp; will contact you shortly to share an update. - Reema
606715491411845121,2015-06-05 06:53:40,@Iam_PRS Please send us a DM with your phone number and the best time frame to reach you. - Reema
606714796713517056,2015-06-05 06:50:54,@ashish4u7 Request you to share an alt contact number along with best time since there was no response from your end. - Reema
606714402297909248,2015-06-05 06:49:20,@Iam_PRS We'll make sure that this concern is resolved asap. Please DM us your number so that we may assist you better. - Reema
606714066766135296,2015-06-05 06:48:00,@abhispra Let us quickly sort this out for you. Please DM us your number so that we may assist you better. - Reema
606713974353108992,2015-06-05 06:47:38,"@mycrotchetyluv We will call you to share an update, we are trying our best to have this resolved quickly. - Reema"
606713894422208512,2015-06-05 06:47:19,@motiburad We understand your concern. We'll definitely help you with this &amp; will arrange a call back with an update. - Reema
606713726394187777,2015-06-05 06:46:39,"@mayankgami Thank you for contacting Vodafone, Please share your valuable feedback with us at  http://t.co/IHa5wPWrHm"
606713709138837504,2015-06-05 06:46:35,@mayankgami Please refer http://t.co/A5hcgk1SeI for more information. - Reema
606713069268402176,2015-06-05 06:44:02,@jaideep_2009 Let me arrange a call for you. Our executive will call you today and assist you further. - Faraz
606712741923930112,2015-06-05 06:42:44,@bluebash Let us quickly sort this out for you… Please DM us your number so that we may assist you better. - Faraz
606711761627021312,2015-06-05 06:38:50,@DhavalKarania We've notified the respective team of your concern &amp; will get back to you with an update shortly. - Reema
606711681813725184,2015-06-05 06:38:31,@apurvtigdi_real We've notified the respective team of your concern &amp; will get back to you with an update shortly. - Reema
606711529333874688,2015-06-05 06:37:55,@aditish05 Apologies for the trouble. We sure will get this sorted. We'll arrange a call &amp; our folks will get in touch shortly. - Reema
606711264018980864,2015-06-05 06:36:52,@mycrotchetyluv We've notified the respective team of your concern &amp; will address the same asap. - Reema
606711026998910977,2015-06-05 06:35:55,@georgenitin1984 We've arranged a call &amp; our team will get in touch with you shortly to sort your concern. - Reema
606710961848786945,2015-06-05 06:35:40,@aa00542 Thanks for sharing your contact details. Our team has been apprised of your concern and will contact you soon. - Reema
606710890386186240,2015-06-05 06:35:23,@mandeepsk2 We've updated your contact number &amp; also noted your concern. We'll be getting in touch shortly with assistance. - Reema
606710838364233728,2015-06-05 06:35:10,@luharuwala Please allow us some time to connect with you &amp; give you more information regarding your concern. - Reema
606710680008298497,2015-06-05 06:34:32,@motiburad We're sorry to hear this. Please allow us some time to arrange a call &amp; address your concern. - Reema
606708819851251712,2015-06-05 06:27:09,"@Kaliajackk Don’t worry, We'll help you with this. Please DM us ur number, we'll get back to u with assistance in a short while. - Reema"
606708616138080256,2015-06-05 06:26:20,@DhavalKarania Please allow us some time to connect with you &amp; give you more information regarding your concern. - Reema
606708527541809152,2015-06-05 06:25:59,@ridhika_luthria We've notified the respective team of your concern &amp; will get back to you with an update shortly. - Reema
606708046304153601,2015-06-05 06:24:04,@cric_SKB Our representative will get in touch with you and discuss.We assure you our best efforts in addressing your concerns.-Faraz
606707804984860672,2015-06-05 06:23:07,@tushama Our representative will get in touch with you shortly. We assure you our best efforts in addressing your concerns. - Faraz
606707632875802624,2015-06-05 06:22:26,"@bis_ballastic Thanks for the number, we'll have someone get back to you ASAP. - Faraz"
606707533827284993,2015-06-05 06:22:02,"@darshan_h_sheth We will call you to share an update, we are trying our best to have this resolved quickly. - Faraz"
606707198282973184,2015-06-05 06:20:42,@aa00542 Let us quickly sort this out for you… Please DM us your number so that we may assist you better. - Faraz
606706326165536768,2015-06-05 06:17:14,@DhavalKarania Let me quickly arrange a call for you. One of our representatives will call you shortly with more information. - Reema
606706218598604800,2015-06-05 06:16:49,@motiburad Apologies for the trouble. You shall be expecting a call from our team shortly. - Reema
606706157684584448,2015-06-05 06:16:34,@kv_shah Please allow us some time to connect with you &amp; give you more information regarding your concern. - Reema
606706087656452097,2015-06-05 06:16:18,@SlipperySadhoo We'll check with the concerned team &amp; quickly arrange a call back with an update. - Reema
606705733153914880,2015-06-05 06:14:53,@svsn2 We've updated your contact number &amp; also noted your concern. We'll be getting in touch shortly with assistance. - Reema
606705643236425728,2015-06-05 06:14:32,@linsonko Thanks for sharing your alternate contact number. We'll arrange a call back with an update. - Reema
606705147587239937,2015-06-05 06:12:33,@saurabh22mehta We'll check with the respective team &amp; quickly arrange a call back with an update. - Reema
606704970742652928,2015-06-05 06:11:51,@vikasnp81 Please allow us some time to check the same with the concerned team &amp; arrange a call back to update you. - Reema
606704580991123456,2015-06-05 06:10:18,@ridhika_luthria Apologies for the trouble. We sure will get this sorted. We'll arrange a call &amp; our folks will get in touch shortly. - Reem
606704351218823168,2015-06-05 06:09:24,@saurabh22mehta Please allow us some time to connect with you &amp; give you more information regarding your concern. - Reema
606704213196861440,2015-06-05 06:08:51,@amitkhemka1982 Thank you for the kind words. We value your association with us. - Reema
606703971256823809,2015-06-05 06:07:53,"@DhavalKarania Sorry for the delay, we are working to get in touch with you as soon as possible. Rest assured, we’ll be in touch. - Reema"
606703891866992640,2015-06-05 06:07:34,@motiburad We've notified the respective team of your concern &amp; will get back to you with an update shortly. - Reema
606703740972756992,2015-06-05 06:06:58,@twit_manas Apologies for the trouble. We sure will get this sorted. We'll arrange a call &amp; our folks will get in touch shortly. - Reema
606703409073233920,2015-06-05 06:05:39,@Fundoo_Maharaj Thanks for sharing your contact details. Our team has been apprised of your concern and will contact you soon. - Reema
606703337593933824,2015-06-05 06:05:22,@Abhi9379 We'll check your concern with the concerned team &amp; get back with an update shortly. - Reema
606703179632214016,2015-06-05 06:04:44,"@Arpitkabra87 Sorry for the delay, we are working to get in touch with you as soon as possible. Rest assured, we’ll be in touch. - Reema"
606702985595359232,2015-06-05 06:03:58,@iamGunjanGrunge Thanks for sharing your alternate contact number. We'll arrange a call back with an update. - Reema
606702804070055936,2015-06-05 06:03:15,@TanviBMehta We can imagine how much that has upset you. Please share your number with us through a DM so that we may help you. - Reema
606702751175671810,2015-06-05 06:03:02,@svsn2 We'll make sure that this concern is resolved asap. Please DM us your number so that we may assist you better. - Reema
606702587765624832,2015-06-05 06:02:23,@Sammy24pisc02 Please allow us some time to check the same with the respective team &amp; arrange a call back. - Reema
606701903401975808,2015-06-05 05:59:40,@subhashmks Let us quickly sort this out for you. Please DM us your number so that we may assist you better. - Reema
606701505635172352,2015-06-05 05:58:05,@Dinesh_Acier We’ll be in touch shortly to discuss this with you in a bit more detail. - Reema
606701425670774784,2015-06-05 05:57:46,@motiburad to discuss regarding your concern in detail. - Reema (2/2)
606701423678455809,2015-06-05 05:57:46,@motiburad We would hate to lose a customer. Please allow us to make it up to you. We'll call you right away (1/2)
606701316086231041,2015-06-05 05:57:20,@RAHUL_RVKD We understand your concern. We'll definitely help you with this &amp; will arrange a call back with an update. - Reema
606701237338185728,2015-06-05 05:57:01,@RohanMehta333 We've updated your contact number &amp; also noted your concern. We'll be getting in touch shortly with assistance. - Reema
606701141221515264,2015-06-05 05:56:38,@nehhakkulkaarni to discuss regarding your concern in detail. - Reema (2/2)
606701139174682624,2015-06-05 05:56:38,@nehhakkulkaarni We would hate to lose a customer. Please allow us to make it up to you. We'll call you right away (1/2)
606701050305732608,2015-06-05 05:56:17,@sharaddb We've already coordinated with our team and believe they'll be in touch with you shortly. - Reema
606700959595520000,2015-06-05 05:55:55,@CriminalSingh We will connect with you in a short while to discuss regarding your concern. - Reema
606700385890279424,2015-06-05 05:53:38,@wasims9 We'll call you back after some time since we were not able to speak to you when we called the number you shared. - Reema
606700265236918273,2015-06-05 05:53:09,@Abhi_mcfc We called you but there was no response from your end hence we'll get back to you in a short while. - Reema
606700160811331584,2015-06-05 05:52:44,@RohanMehta333 Thanks for sharing the number with us. We'll get back to you shortly with an update. - Faraz
606700091634630656,2015-06-05 05:52:28,@sanjaypanday We'll call you back after some time since we were not able to speak to you when we called the number you shared. - Reema
606699967260946432,2015-06-05 05:51:58,"@muffinpack We will call you to share an update, we are trying our best to have this resolved quickly. - Faraz"
606699849992404993,2015-06-05 05:51:30,@Amit_4bjp There was no response when we called hence we'll revert to you back with an update shortly. - Reema
606699836998426624,2015-06-05 05:51:27,"@imnikhil Please allow us some time, we'll look into this and revert to you with an update.  - Faraz"
606699786238980096,2015-06-05 05:51:15,@iamGunjanGrunge Request you to share an alt contact number along with best time since there was no response from your end. - Reema
606699743931031552,2015-06-05 05:51:05,@nishaisrani0120 Let me arrange a call for you. Our executive will call you today and assist you further. - Faraz
606699099304247296,2015-06-05 05:48:31,@bis_ballastic Please share your current and alternate contact numbers in a DM so that we can assist you. - Faraz
606699027602665472,2015-06-05 05:48:14,@ananttul Our apologies for your disappointment… Please DM us your number so that we may assist you better. - Faraz
606698929653039104,2015-06-05 05:47:51,@VaibhavVj78 Refer https://t.co/nkcKbkmSYj for more information on MNP. - Faraz (3/3)
606698927719477248,2015-06-05 05:47:50,"@VaibhavVj78 Carry a Photo, Photo Id &amp; Address proof along with the UPC Code to Vodafone Store for further assistance on MNP. (2/3)"
606698925748158464,2015-06-05 05:47:50,@VaibhavVj78 We would be glad to have you as our customer. Please SMS PORT (space) Your Mobile Number to 1900 to generate a UPC Code.(1/3)
606698875039055872,2015-06-05 05:47:38,@Fundoo_Maharaj Please share your current and alternate contact numbers in a DM so that we can assist you. - Faraz
606696997047824385,2015-06-05 05:40:10,@SampathGoud Please spare few minutes to tell us about your experience at  http://t.co/fvAX7qCAJi
606696656227074048,2015-06-05 05:38:49,@linsonko Pls DM us your alt contact number since we were not able to reach you on the number you shared. - Reema
606695839717654529,2015-06-05 05:35:34,@ParthGarg1990 Please spare a minute and give us your valuable feedback on the social media experience at  http://t.co/cCGaz7C9vn
606694266769829888,2015-06-05 05:29:19,"@mandeepsk2 Please DM your contact number, we'll connect with you to discuss regarding your concern. - Puneet"
606693641847857153,2015-06-05 05:26:50,@seema_w Request you to share an alt contact number along with best time since there was no response from your end. - Reema
606692977092653056,2015-06-05 05:24:12,@shaileshgunjal Please spare a minute and give us your valuable feedback on the social media experience at  http://t.co/O847gRaX13
606692091310149632,2015-06-05 05:20:41,@Sammy24pisc02 Sorry for the delay. We have already notified our team &amp; they will get back soon now to discuss with you. - Puneet
606691818403565569,2015-06-05 05:19:35,@Sid2032 Request you to share an alt contact number along with best time since there was no response from your end. - Reema
606691765811167232,2015-06-05 05:19:23,@montybhargava Please share a convenient time between 9AM and 6PM for us to get back since we were unable to contact you. - Reema
606691453058703361,2015-06-05 05:18:08,@vikasnp81 Sorry for the delay. One of our executive will get in touch soon today to discuss with you. - Puneet
606690421436055553,2015-06-05 05:14:02,@2witsofwisdom Please share a convenient time between 9AM and 6PM for us to get back since we were unable to contact you. - Reema
606690291928567811,2015-06-05 05:13:32,@SiddharthyaRoy Your number was switched off when we called. Request u to write to us at Vodafonecare.mah@vodafone.com with details. - Reema
606689947823652864,2015-06-05 05:12:09,@Dinesh_Acier Request you to share an alt contact number along with best time since there was no response from your end. - Reema
606689872376569856,2015-06-05 05:11:51,@babanitin We've made a note of your concern. Rest assured that we will have one of our executives get back to you soon. - Puneet
606689724393070592,2015-06-05 05:11:16,@ShwetaPandit7 Request you to share an alt contact number along with best time since there was no response from your end. - Reema
606689410097102851,2015-06-05 05:10:01,@nagendergarg Please use the following link to share your valuable feedback with us  http://t.co/5Sml6O8wcB
606688269846208512,2015-06-05 05:05:29,@milan__haque Your number was switched off when we called hence we'll get back shortly. - Reema
606687969244684288,2015-06-05 05:04:18,@techknowdoc feedback on the same. - Reema (2/2)
606687967147491328,2015-06-05 05:04:17,@techknowdoc We understand you have a network concern hence request you to DM us your number to connect with you &amp; take a detailed (1/2)
606687847588859904,2015-06-05 05:03:49,"@zubby_44 Give us some time, while we check this for you &amp; contact you with an update on the same. - Reema"
606686873398812672,2015-06-05 04:59:56,@Indtorrentusers Please share a convenient time between 9AM and 6PM for us to get back since we were unable to contact you. - Reema
606685640093138946,2015-06-05 04:55:02,@ParthGarg1990 Please share a convenient time between 9AM and 6PM for us to get back since we were unable to contact you. - Reema
606685433980805120,2015-06-05 04:54:13,@myselfkanchan Your number was switched off when we called hence we'll get back shortly. - Reema
606684955456860160,2015-06-05 04:52:19,@badzritz It seems that you are upset with our services. Please DM us your contact number for us to connect with you. - Reema
606684843426988032,2015-06-05 04:51:52,@Masalacoconair We are working on your concern &amp; will contact you shortly to share an update. - Reema
606684686279057408,2015-06-05 04:51:15,@nishitpatel91 We'll make sure that this concern is resolved asap. Please DM us your number so that we may assist you better. - Reema
606684480242216960,2015-06-05 04:50:26,"@dudejays Don’t worry, We'll help you with this. Please DM us ur number, we'll get back to u with assistance in a short while. - Reema"
606684341595455488,2015-06-05 04:49:53,@nishaisrani0120 We can imagine how much that has upset you. Please share your number with us through a DM so that we may help you. - Reema
606684260116750336,2015-06-05 04:49:33,"@seeknsave Sorry for the delay, we are working to get in touch with you as soon as possible. Rest assured, we’ll be in touch. - Reema"
606683209166782464,2015-06-05 04:45:23,"@devthinks Thank you for contacting Vodafone, Please share your valuable feedback with us at  http://t.co/7cnIHey3Ko"
606682244179062784,2015-06-05 04:41:33,@ABHI10777 Please be assured that we will do our best to help you. - Puneet
606681895775043584,2015-06-05 04:40:10,@Pmo_ModiG One of our executive will get in touch soon to discuss with you. - Puneet
606680215549378560,2015-06-05 04:33:29,@jasmeetsahaj Sorry for the delay. We have notified our team. They will get back soon to discuss with you. - Puneet
606679541143109634,2015-06-05 04:30:48,@Amar_Helloween please be assured that your concern is being looked at &amp; will revert shortly with an update. - Puneet (2/2)
606679539146584064,2015-06-05 04:30:48,"@Amar_Helloween We understand your disappointment and sorry for the delay. We have already informed the team, (1/2)"
606679288012611584,2015-06-05 04:29:48,@RAHUL_RVKD &amp; arrange a call back soon to update you. - Puneet (2/2)
606679286091649024,2015-06-05 04:29:48,@RAHUL_RVKD We're sorry for the inconvenience caused to you. Please allow us some time to check with the concerned team (1/2)
606679129115652096,2015-06-05 04:29:10,@ABHI10777 in a short while. - Puneet (2/2)
606679126737448960,2015-06-05 04:29:10,@ABHI10777 We understand the inconvenience you are experiencing. We have already notified our team. They will get back to you (1/2)
606678289105584129,2015-06-05 04:25:50,@RohanMehta333 to discuss &amp; assist you accordingly. - Puneet – (2/2)
606678287113289728,2015-06-05 04:25:49,@RohanMehta333 We're sorry for the inconvenience caused to you. Request you to please DM your contact details. we'll connect with you (1/2)
606677366673268736,2015-06-05 04:22:10,@KINGNISCHAL Please spare a minute and give us your valuable feedback on the social media experience at  http://t.co/zTEPlNFw3m
606674338733957120,2015-06-05 04:10:08,"@ABHI10777 Thanks for sharing the number with us, One of our executive will get in touch with you soon. - Puneet"
606673764542115840,2015-06-05 04:07:51,@Im_DinKar We acknowledge receipt of your number. Thanks for sharing the same. - Puneet
606673247887724544,2015-06-05 04:05:48,"@RohanMehta333 We understand ur concern. Please DM your contact number, we'll connect with you to discuss &amp; assist you accordingly. - Puneet"
606671414993649664,2015-06-05 03:58:31,@_Murali Sure. We will inform our team to send you the updated bill. - Puneet
606670894367277056,2015-06-05 03:56:27,@myselfkanchan Please use the following link to share your valuable feedback with us  http://t.co/6eM63HAWUp
606670549750706176,2015-06-05 03:55:05,@CriminalSingh One of our executive will get in touch soon to discuss with you. - Puneet
606670470478327808,2015-06-05 03:54:46,@Jago_Bharati One of our executive will get in touch soon to discuss with you. - Puneet
606670334071152640,2015-06-05 03:54:13,"@ABHI10777 We're sorry for the inconvenience caused to you. Please DM your contact number, we'll connect with you to discuss. - Puneet"
606670193251618816,2015-06-05 03:53:40,@ajaykh23 discuss &amp; assist you accordingly. - Puneet (2/2)
606670190785368065,2015-06-05 03:53:39,"@ajaykh23 We understand the inconvenience caused to you. Please DM your contact number, we'll connect with you to (1/2)"
606668329525256192,2015-06-05 03:46:15,@32singh We have notified our team. They will get back to you soon to share an update. - Puneet
606667822253490176,2015-06-05 03:44:14,@_Murali to discuss &amp; assist you accordingly. - Puneet (2/2)
606667820508651521,2015-06-05 03:44:14,@_Murali We're sorry for the inconvenience caused to you. One of our executive will get in touch with you soon (1/2)
606662528752427008,2015-06-05 03:23:12,"@javeedganie Please DM your contact number, we'll connect with you to discuss. - Puneet"
606661637429293056,2015-06-05 03:19:40,@initeshgupta We understand the inconvenience caused to you. One of our executive will get in touch soon to discuss with you. - Puneet
606658263032070144,2015-06-05 03:06:15,@32singh &amp; arrange a call back soon to update you. - Puneet (2/2)
606658261031358464,2015-06-05 03:06:15,@32singh We're sorry for the inconvenience caused to you. Please allow us some time to check with the concerned team (1/2)
606658008949518336,2015-06-05 03:05:15,"@sharaddb Please be assured, we will do our best to help you. - Puneet"
606657662919385088,2015-06-05 03:03:52,@Diary_Chokkotti One of our executive will get in touch soon to discuss with you. - Puneet
606651316178321409,2015-06-05 02:38:39,"@13__09 Please don’t worry, we will do our best to help you. - Puneet"
606648379637002240,2015-06-05 02:26:59,"@13__09 Thanks for sharing the number with us, One of our executive will get in touch with you soon. - Puneet"
606647099174711296,2015-06-05 02:21:54,@sharaddb We've made a note of your concern. Rest assured that we will have one of our executives get back to you soon. - Puneet
606645846373863424,2015-06-05 02:16:55,@theposu to discuss &amp; assist you accordingly. - Puneet (2/2)
606645844389982208,2015-06-05 02:16:54,@theposu We're sorry for the inconvenience caused to you. One of our executive will get in touch with you soon (1/2)
606645478235578370,2015-06-05 02:15:27,"@13__09 We're sorry for the inconvenience caused to you. Please DM your contact number, we'll connect with you to discuss. - Puneet"
606645253387345920,2015-06-05 02:14:33,@MohitNaresh We are sorry for any inconvenience caused to you. One of our executive will get in touch soon to discuss with you. - Puneet
606638375202791424,2015-06-05 01:47:14,@sanjaypanday One of our executive will get in touch with you soon to discuss &amp; assist you accordingly. - Puneet
606636836249726977,2015-06-05 01:41:07,@rathor_devvrat We're sorry for the inconvenience caused to you. One of our executive will get in touch soon to discuss with you. - Puneet
606619726991613952,2015-06-05 00:33:08,@NeeSing We value your time. We will share an update as soon as possible. Please allow us time for the same. - Rahul
